legal_name,place_kind,place_name,organisation_kind,organisation_name,position_title
NONO MALOYI,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
Ncwadi Christopher Tunyiswa,Province,Eastern Cape,Political Party,ANC,Party Member
Ncwadi Christopher Tunyiswa,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Ndaba Nonhlanhla,,,Political Party,ANC,Party Member
Ndaba Nonhlanhla,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Ndzuta Refiloe,,,Political Party,ANC,Party Member
Ndzuta Refiloe,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Neil Campbell,,,Political Party,DA,Party Member
Neil Campbell,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Ngwenya Steward,,,Political Party,ANC,Party Member
Ngwenya Steward,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Nhlapo Nompi,,,Political Party,ANC,Party Member
Nhlapo Nompi,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Nkabinde Thuliswa,,,Political Party,ANC,Party Member
Nkabinde Thuliswa,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Nkomfe Mandla,,,Political Party,ANC,Party Member
Nkomfe Mandla,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Nkosinathi Kuluta,Province,Eastern Cape,Political Party,COPE,Party Member
Nkosinathi Kuluta,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nomalungelo Petela-Ngcanga,Province,Eastern Cape,Political Party,COPE,Party Member
Nomalungelo Petela-Ngcanga,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nomawethu Gqiba,Province,Eastern Cape,Political Party,ANC,Party Member
Nomawethu Gqiba,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nomfundo Jamjam,Province,Eastern Cape,Political Party,COPE,Party Member
Nomfundo Jamjam,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nomvuzo Mlombile-Cingo,Province,Eastern Cape,Political Party,ANC,Party Member
Nomvuzo Mlombile-Cingo,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nomxolisi Mtitshana,Province,Eastern Cape,Political Party,ANC,Party Member
Nomxolisi Mtitshana,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Nonkosi Mvana,Province,Eastern Cape,Political Party,ANC,Party Member
Nonkosi Mvana,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Noxolo Abraham-Ntantiso,Province,Eastern Cape,Political Party,ANC,Party Member
Noxolo Abraham-Ntantiso,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Noxolo Kiviet,Province,Eastern Cape,Political Party,ANC,Party Member
Noxolo Kiviet,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Ntombesine Ndabeni,Province,Eastern Cape,Political Party,COPE,Party Member
Ntombesine Ndabeni,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Ntombizodwa Magwaza,,,Political Party,ANC,Party Member
Ntombizodwa Magwaza,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Ntombizodwa Magwaza,Province,Western Cape,Western Cape Provincial Committee,Gender Committee,Committee Member
Ntombizodwa Magwaza,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Premier,Committee Member
Ntombizodwa Magwaza,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Social Development,Committee Member
Ntombizodwa Magwaza,Province,Western Cape,Western Cape Provincial Legislature Committee,Budget Committee,Alternate Member
Ntombizodwa Magwaza,Province,Western Cape,Western Cape Provincial Legislature Committee,Disabled and Youth Committee,Alternate Member
Ntombizodwa Tamara Xhanti,Province,Eastern Cape,Political Party,ANC,Party Member
Ntombizodwa Tamara Xhanti,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
OLEFILE SEFAKO,,,Political Party,ANC,Party Member
OLEFILE SEFAKO,Province,North West,Provincial Legislature,North West Provincial Legislature,Chair of the Petitions Committee
OLEFILE SEFAKO,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
P Frewen,,,Political Party,DA,Party Member
P Frewen,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
P Parkies,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Chief Whip
P Parkies,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
P.N Maloka,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Chair of Committees
P.N Maloka,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
PATRICK PELELE,,,Political Party,ANC,Party Member
PATRICK PELELE,Province,North West,Provincial Legislature,North West Provincial Legislature,Chair of Chairs
PATRICK PELELE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
PAUL SEEGOE,,,Political Party,ANC,Party Member
PAUL SEEGOE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Executive Committee: Finance
PAUL SEEGOE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
PHI Makgoe,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Executive Committee: Education
PHI Makgoe,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
Papo Hope,,,Political Party,ANC,Party Member
Papo Hope,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Patricia Mokgohlwa,,,Political Party,DA,Party Member
Patricia Mokgohlwa,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Paul Willemburg,,,Political Party,DA,Party Member
Paul Willemburg,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Pekane Joyce,,,Political Party,ANC,Party Member
Pekane Joyce,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Pemmy Majodina,Province,Eastern Cape,Political Party,ANC,Party Member
Pemmy Majodina,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Peter Edmund van Vuuren,Province,Eastern Cape,Political Party,DA,Party Member
Peter Edmund van Vuuren,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Phila Nkayi,Province,Eastern Cape,Political Party,ANC,Party Member
Phila Nkayi,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Phindiwe Samka-Mququ,Province,Eastern Cape,Political Party,ANC,Party Member
Phindiwe Samka-Mququ,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Phumeza Mpushe,Province,Eastern Cape,Political Party,ANC,Party Member
Phumeza Mpushe,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Phumulo Masualle,Province,Eastern Cape,Political Party,ANC,Party Member
Phumulo Masualle,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Phumzile Justice Mnguni,Province,Eastern Cape,Political Party,ANC,Party Member
Phumzile Justice Mnguni,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Pierre Uys,,,Political Party,ANC,Party Member
Pierre Uys,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Pierre Uys,Province,Western Cape,Western Cape Provincial Committee,Aesthetics Committee,Committee Member
Pierre Uys,Province,Western Cape,Western Cape Provincial Committee,Rules Committee,Committee Member
Pierre Uys,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Local Government Oversight Alt,Committee Member
Pierre Uys,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Local Government,Committee Member
Piet Pretorius,,,Political Party,DA,Deputy Speaker
Piet Pretorius,,,Political Party,DA,Party Member
Piet Pretorius,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Aesthetics Committee,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Chairpersons’ Forum,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Gender Committee,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Rules Committee,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Community Safety,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Premier,Committee Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Legislature Committee,Cultural Affairs and Sport,Alternate Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Legislature Committee,Disabled and Youth Committee,Alternate Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Community Development,Alternate Member
Piet Pretorius,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Education,Alternate Member
Pricilla Masepe,,,Political Party,ANC,Party Member
Pricilla Masepe,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
R Jankielsohn,,,Political Party,DA,Party Leader of Provincial Legislature
R Jankielsohn,,,Political Party,DA,Party Member
R Jankielsohn,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
RAYMOND ELISHA,,,Political Party,ANC,Party Member
RAYMOND ELISHA,Province,North West,Provincial Legislature,North West Provincial Legislature,"Member of the Executive Committee: Public Works, Roads and Transport"
RAYMOND ELISHA,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
Ralehoko Nomantu,,,Political Party,ANC,Party Member
Ralehoko Nomantu,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Richard Majola,,,Political Party,DA,Party Member
Richard Majola,,,Political Party,DA,Speaker
Richard Majola,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Richard Majola,Province,Western Cape,Western Cape Provincial Committee,Rules Committee,Committee Member
Richard Majola,Province,Western Cape,Western Cape Provincial Legislature Committee,Aesthetics Committee,Alternate Member
Robert (Bobby) Stevenson,Province,Eastern Cape,Political Party,DA,Party Member
Robert (Bobby) Stevenson,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Robin Carlisle,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Minister for Transport & Public Works
Rodney Lentit,,,Political Party,ID,Party Member
Rodney Lentit,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Rodney Lentit,Province,Western Cape,Western Cape Provincial Committee,Aesthetics Committee,Committee Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Committee,Budget Committee,Committee Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Committee,Petitions Committee,Committee Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Committee,Rules Committee,Committee Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Health,Committee Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Public Accounts Committee,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Community Safety,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Education,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Human Settlement,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Local Government Oversight,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Local Government,Alternate Member
Rodney Lentit,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Social Development,Alternate Member
Rose Guhluza,,,Political Party,ID,Party Member
Rose Guhluza,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
S Mabe,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Executive Committee: Works
S Mabe,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
S Magwandana,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
S Magwandana,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Whip
S Makae,Province,Free State,Provincial Legislature,Free State Provincial Legislature,"Chair of Education, Sports, Arts and Culture Committee"
S Makae,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
S Mbalo,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Deputy Speaker
S Mbalo,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
S Ntombela,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Executive Committee: Social Development
S Ntombela,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
S. P. MOTSWENYANE,,,Political Party,DA,Party Member
S. P. MOTSWENYANE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
SUPRA MAHUMAPELO,,,Political Party,ANC,Party Member
SUPRA MAHUMAPELO,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
SUPRA MAHUMAPELO,Province,North West,Provincial Legislature,North West Provincial Legislature,Speaker
Sam Kwelita,Province,Eastern Cape,Political Party,COPE,Party Leader in Provincial Legislature
Sam Kwelita,Province,Eastern Cape,Political Party,COPE,Party Member
Sam Kwelita,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Senokoanyane Doreen,,,Political Party,ANC,Party Member
Senokoanyane Doreen,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Shope-Mafole Lyndall,,,Political Party,COPE,Party Member
Shope-Mafole Lyndall,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Sicelo Gqobana,Province,Eastern Cape,Political Party,ANC,Party Member
Sicelo Gqobana,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Sikhakhane Nokuthula,,,Political Party,ANC,Party Member
Sikhakhane Nokuthula,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Sizakele Nkosi-Malobane,,,Political Party,ANC,Party Member
Sizakele Nkosi-Malobane,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Sodlulashe-Motau Clara,,,Political Party,COPE,Party Member
Sodlulashe-Motau Clara,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Solly Nkhi,,,Political Party,DA,Party Member
Solly Nkhi,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
TEBOGO MODISE,,,Political Party,ANC,Party Member
TEBOGO MODISE,Province,North West,Provincial Legislature,North West Provincial Legislature,"Member of the Executive Committee: Sports, Arts and Culture"
TEBOGO MODISE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
TEDIEYE MOERANE,,,Political Party,UCDP,Party Member
TEDIEYE MOERANE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
THANDI MODISE,,,Political Party,ANC,Party Member
THANDI MODISE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
THANDI MODISE,Province,North West,Provincial Legislature,North West Provincial Legislature,Premier
TRJE Ramokhoase,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Chair of the Health and Social Development Committee
TRJE Ramokhoase,Province,Free State,Provincial Legislature,Free State Provincial Legislature,Member of the Provincial Legislature
TSHEGOFATSO MOTSHEGARE,,,Political Party,UCDP,Party Member
TSHEGOFATSO MOTSHEGARE,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
Tabiso Wana,Province,Eastern Cape,Political Party,ANC,Party Member
Tabiso Wana,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Thandiswa Marawu,Province,Eastern Cape,Political Party,ANC,Party Member
Thandiswa Marawu,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Thembeka Dunywa,Province,Eastern Cape,Political Party,COPE,Party Member
Thembeka Dunywa,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Theuns Botha,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Minister for Health and Leader of Government Business
Thokozile Magagula,,,Political Party,ANC,Party Member
Thokozile Magagula,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Thomas Walters,,,Political Party,DA,Party Member
Thomas Walters,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Tlou Maggie,,,Political Party,ANC,Party Member
Tlou Maggie,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Tozama Bevu,,,Political Party,COPE,Party Member
Tozama Bevu,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Tozama Bevu,Province,Western Cape,Western Cape Provincial Committee,Conduct Committee,Committee Member
Tozama Bevu,Province,Western Cape,Western Cape Provincial Committee,Disabled and Youth Committee,Committee Member
Tozama Bevu,Province,Western Cape,Western Cape Provincial Committee,Gender Committee,Committee Member
Tozama Bevu,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Finance and Economic Development,Committee Member
Tozama Bevu,Province,Western Cape,Western Cape Provincial Committee,Standing Committee on Premier,Committee Member
Tozama Bevu,Province,Western Cape,Western Cape Provincial Legislature Committee,Budget Committee,Alternate Member
Tsotetsi Godfrey,,,Political Party,ANC,Party Member
Tsotetsi Godfrey,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
VICTOR KHESWA,,,Political Party,COPE,Party Member
VICTOR KHESWA,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
Vadi Ismail,,,Political Party,ANC,Party Member
Vadi Ismail,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Veliswa Mvenya,Province,Eastern Cape,Political Party,DA,Party Member
Veliswa Mvenya,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Viola Mtongana,Province,Eastern Cape,Political Party,ANC,Party Member
Viola Mtongana,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Vuyani Morgan Limba,Province,Eastern Cape,Political Party,ANC,Party Member
Vuyani Morgan Limba,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Vuyiwe Hani,,,Political Party,ANC,Party Member
Vuyiwe Hani,Province,Western Cape,Provincial Legislature,Western Cape Provincial Legislature,Member of the Provincial Legislature
Vuyiwe Hani,Province,Western Cape,Western Cape Provincial Committee,Disabled and Youth Committee,Committee Member
Vuyiwe Hani,Province,Western Cape,Western Cape Provincial Committee,Gender Committee,Committee Member
Vuyiwe Hani,Province,Western Cape,Western Cape Provincial Legislature Committee,Standing Committee on Community Development,Alternate Member
WENDY MATSEMELA,,,Political Party,ANC,Party Member
WENDY MATSEMELA,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Executive Committee: Education
WENDY MATSEMELA,Province,North West,Provincial Legislature,North West Provincial Legislature,Member of the Provincial Legislature
Wessels Tersia,,,Political Party,COPE,Party Member
Wessels Tersia,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Xayiya Mxolisi,,,Political Party,ANC,Party Member
Xayiya Mxolisi,Province,Guateng,Provincial Legislature,Guateng Provincial Legislature,Provincial Legislature Member
Xola Pakati,Province,Eastern Cape,Political Party,ANC,Party Member
Xola Pakati,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Xolile Nqatha,Province,Eastern Cape,Political Party,ANC,Party Member
Xolile Nqatha,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Xoliswa Tom,Province,Eastern Cape,Political Party,ANC,Party Member
Xoliswa Tom,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Zoleka Capa,Province,Eastern Cape,Political Party,ANC,Party Member
Zoleka Capa,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
Zukiswa Thabaneng,Province,Eastern Cape,Political Party,UDM,Party Member
Zukiswa Thabaneng,Province,Eastern Cape,Provincial Legislature,Eastern Cape Provincial Legislature,Member
